transaction_id,date,type,category,amount_eur,client_id,sale_id,payment_status,invoice_number
FIN0002648,2025-08-18,Revenue,One-time Revenue,726.11,CL00425,SAL005200,Paid,FAC-002648
FIN0002384,2025-08-18,Revenue,Subscription Revenue,659.02,CL00071,SAL000759,Paid,FAC-002384
FIN0002383,2025-08-18,Revenue,One-time Revenue,11326.64,CL00462,SAL005618,Paid,FAC-002383
FIN0002497,2025-08-18,Revenue,Subscription Revenue,692.3,CL00407,SAL004974,Paid,FAC-002497
FIN0002499,2025-08-18,Revenue,Subscription Revenue,998.93,CL00402,SAL004883,Paid,FAC-002499
FIN0002382,2025-08-18,Revenue,Subscription Revenue,611.63,CL00410,SAL005008,Paid,FAC-002382
FIN0002014,2025-08-18,Revenue,Subscription Revenue,343.39,CL00075,SAL000877,Late,FAC-002014
FIN0002649,2025-08-18,Revenue,Subscription Revenue,719.3,CL00309,SAL003672,Paid,FAC-002649
FIN0006412,2025-08-19,Expense,Salaires & charges,58269.38,,,Paid,DEP-006412
FIN0002508,2025-08-19,Revenue,Subscription Revenue,397.7,CL00011,SAL000120,Paid,FAC-002508
FIN0002263,2025-08-19,Revenue,One-time Revenue,7882.24,CL00489,SAL005971,Late,FAC-002263
FIN0002659,2025-08-19,Revenue,Subscription Revenue,306.9,CL00214,SAL002451,Paid,FAC-002659
FIN0002265,2025-08-19,Revenue,Subscription Revenue,791.9,CL00404,SAL004926,Late,FAC-002265
FIN0002260,2025-08-19,Revenue,Subscription Revenue,975.55,CL00257,SAL003077,Late,FAC-002260
FIN0002506,2025-08-19,Revenue,Subscription Revenue,803.41,CL00265,SAL003143,Paid,FAC-002506
FIN0002513,2025-08-19,Revenue,Subscription Revenue,1086.68,CL00302,SAL003591,Paid,FAC-002513
FIN0002510,2025-08-19,Revenue,Subscription Revenue,356.9,CL00405,SAL004942,Paid,FAC-002510
FIN0002509,2025-08-19,Revenue,Subscription Revenue,2460.79,CL00482,SAL005885,Paid,FAC-002509
FIN0002507,2025-08-19,Revenue,Subscription Revenue,131.94,CL00480,SAL005842,Paid,FAC-002507
FIN0002516,2025-08-20,Revenue,Subscription Revenue,758.01,CL00190,SAL002196,Paid,FAC-002516
FIN0002518,2025-08-20,Revenue,Subscription Revenue,295.25,CL00071,SAL000752,Paid,FAC-002518
FIN0002028,2025-08-20,Revenue,Subscription Revenue,1054.69,CL00131,SAL001610,Late,FAC-002028
FIN0002674,2025-08-20,Revenue,One-time Revenue,991.16,CL00486,SAL005920,Paid,FAC-002674
FIN0002801,2025-08-20,Revenue,Subscription Revenue,2162.01,CL00341,SAL004073,Paid,FAC-002801
FIN0002269,2025-08-20,Revenue,One-time Revenue,12849.15,CL00441,SAL005359,Late,FAC-002269
FIN0002671,2025-08-20,Revenue,Subscription Revenue,700.1,CL00364,SAL004414,Paid,FAC-002671
FIN0002670,2025-08-20,Revenue,One-time Revenue,989.07,CL00471,SAL005719,Paid,FAC-002670
FIN0002672,2025-08-20,Revenue,Subscription Revenue,746.91,CL00371,SAL004505,Paid,FAC-002672
FIN0002520,2025-08-21,Revenue,One-time Revenue,955.56,CL00117,SAL001372,Paid,FAC-002520
FIN0002523,2025-08-21,Revenue,Subscription Revenue,727.99,CL00370,SAL004462,Paid,FAC-002523
FIN0002676,2025-08-21,Revenue,One-time Revenue,1787.72,CL00277,SAL003250,Paid,FAC-002676
FIN0002678,2025-08-21,Revenue,One-time Revenue,6415.78,CL00423,SAL005161,Paid,FAC-002678
FIN0002682,2025-08-21,Revenue,Subscription Revenue,466.56,CL00338,SAL004046,Paid,FAC-002682
FIN0002683,2025-08-21,Revenue,Subscription Revenue,606.78,CL00271,SAL003192,Paid,FAC-002683
FIN0002524,2025-08-21,Revenue,Subscription Revenue,884.04,CL00490,SAL005975,Paid,FAC-002524
FIN0002526,2025-08-21,Revenue,Subscription Revenue,2695.4,CL00121,SAL001447,Paid,FAC-002526
FIN0002280,2025-08-21,Revenue,Subscription Revenue,4292.74,CL00148,SAL001796,Late,FAC-002280
FIN0002684,2025-08-21,Revenue,One-time Revenue,5129.71,CL00067,SAL000678,Paid,FAC-002684
FIN0002411,2025-08-21,Revenue,Subscription Revenue,850.5,CL00090,SAL001075,Paid,FAC-002411
FIN0002407,2025-08-21,Revenue,Subscription Revenue,1822.35,CL00183,SAL002128,Paid,FAC-002407
FIN0002405,2025-08-21,Revenue,One-time Revenue,1187.94,CL00480,SAL005840,Paid,FAC-002405
FIN0002404,2025-08-21,Revenue,Subscription Revenue,110.27,CL00235,SAL002697,Paid,FAC-002404
FIN0002814,2025-08-22,Revenue,Subscription Revenue,714.74,CL00402,SAL004898,Paid,FAC-002814
FIN0002689,2025-08-22,Revenue,Subscription Revenue,220.61,CL00215,SAL002475,Paid,FAC-002689
FIN0002691,2025-08-22,Revenue,Subscription Revenue,224.85,CL00213,SAL002442,Paid,FAC-002691
FIN0002695,2025-08-22,Revenue,Subscription Revenue,621.59,CL00292,SAL003442,Paid,FAC-002695
FIN0002527,2025-08-22,Revenue,Subscription Revenue,574.18,CL00423,SAL005169,Paid,FAC-002527
FIN0002529,2025-08-22,Revenue,Subscription Revenue,402.1,CL00284,SAL003367,Paid,FAC-002529
FIN0002531,2025-08-22,Revenue,Subscription Revenue,630.22,CL00116,SAL001350,Paid,FAC-002531
FIN0002528,2025-08-22,Revenue,One-time Revenue,11232.31,CL00140,SAL001708,Paid,FAC-002528
FIN0002290,2025-08-22,Revenue,Subscription Revenue,1077.88,CL00296,SAL003540,Late,FAC-002290
FIN0002538,2025-08-23,Revenue,Subscription Revenue,427.39,CL00240,SAL002769,Paid,FAC-002538
FIN0002833,2025-08-23,Revenue,Subscription Revenue,201.3,CL00280,SAL003312,Paid,FAC-002833
FIN0002423,2025-08-23,Revenue,One-time Revenue,1873.36,CL00417,SAL005084,Paid,FAC-002423
FIN0002302,2025-08-23,Revenue,One-time Revenue,19288.63,CL00277,SAL003248,Late,FAC-002302
FIN0002840,2025-08-23,Revenue,Subscription Revenue,409.39,CL00103,SAL001167,Paid,FAC-002840
FIN0002846,2025-08-23,Revenue,Subscription Revenue,475.47,CL00081,SAL000966,Paid,FAC-002846
FIN0002304,2025-08-23,Revenue,Subscription Revenue,658.73,CL00471,SAL005710,Late,FAC-002304
FIN0002696,2025-08-23,Revenue,Subscription Revenue,286.53,CL00377,SAL004565,Paid,FAC-002696
FIN0002698,2025-08-23,Revenue,Subscription Revenue,648.32,CL00417,SAL005078,Paid,FAC-002698
FIN0002702,2025-08-23,Revenue,Subscription Revenue,2709.11,CL00182,SAL002123,Paid,FAC-002702
FIN0002543,2025-08-23,Revenue,Subscription Revenue,863.68,CL00461,SAL005601,Paid,FAC-002543
FIN0006417,2025-08-24,Expense,Infrastructure Cloud,2896.3,,,Paid,DEP-006417
FIN0002850,2025-08-24,Revenue,One-time Revenue,1582.59,CL00181,SAL002104,Paid,FAC-002850
FIN0002439,2025-08-24,Revenue,Subscription Revenue,2258.73,CL00471,SAL005711,Paid,FAC-002439
FIN0002711,2025-08-24,Revenue,Subscription Revenue,1018.5,CL00168,SAL001942,Paid,FAC-002711
FIN0002712,2025-08-24,Revenue,One-time Revenue,1039.41,CL00341,SAL004076,Paid,FAC-002712
FIN0002435,2025-08-24,Revenue,One-time Revenue,988.18,CL00079,SAL000934,Paid,FAC-002435
FIN0002545,2025-08-24,Revenue,One-time Revenue,842.05,CL00119,SAL001397,Paid,FAC-002545
FIN0002558,2025-08-25,Revenue,Subscription Revenue,729.2,CL00368,SAL004460,Paid,FAC-002558
FIN0002566,2025-08-25,Revenue,Subscription Revenue,757.27,CL00221,SAL002543,Paid,FAC-002566
FIN0002567,2025-08-25,Revenue,Subscription Revenue,559.39,CL00334,SAL003962,Paid,FAC-002567
FIN0002718,2025-08-25,Revenue,One-time Revenue,1204.62,CL00427,SAL005231,Paid,FAC-002718
FIN0002724,2025-08-25,Revenue,Subscription Revenue,732.95,CL00448,SAL005442,Paid,FAC-002724
FIN0002858,2025-08-25,Revenue,One-time Revenue,8317.66,CL00086,SAL001023,Paid,FAC-002858
FIN0002561,2025-08-25,Revenue,Subscription Revenue,259.93,CL00193,SAL002244,Paid,FAC-002561
FIN0002565,2025-08-25,Revenue,One-time Revenue,7528.81,CL00079,SAL000929,Paid,FAC-002565
FIN0002865,2025-08-26,Revenue,Subscription Revenue,466.35,CL00265,SAL003139,Paid,FAC-002865
FIN0002320,2025-08-26,Revenue,One-time Revenue,1164.59,CL00089,SAL001068,Late,FAC-002320
FIN0002570,2025-08-26,Revenue,Subscription Revenue,463.58,CL00448,SAL005440,Paid,FAC-002570
FIN0002866,2025-08-26,Revenue,One-time Revenue,1309.81,CL00154,SAL001867,Paid,FAC-002866
FIN0002572,2025-08-26,Revenue,Subscription Revenue,767.32,CL00316,SAL003711,Paid,FAC-002572
FIN0002867,2025-08-26,Revenue,Subscription Revenue,445.01,CL00176,SAL002042,Paid,FAC-002867
FIN0002733,2025-08-26,Revenue,One-time Revenue,9172.83,CL00288,SAL003414,Paid,FAC-002733
FIN0002729,2025-08-26,Revenue,Subscription Revenue,1181.81,CL00030,SAL000317,Paid,FAC-002729
FIN0002442,2025-08-26,Revenue,Subscription Revenue,207.11,CL00405,SAL004954,Paid,FAC-002442
FIN0002446,2025-08-26,Revenue,Subscription Revenue,140.72,CL00017,SAL000188,Paid,FAC-002446
FIN0002579,2025-08-27,Revenue,Subscription Revenue,328.07,CL00030,SAL000322,Paid,FAC-002579
FIN0002582,2025-08-27,Revenue,Subscription Revenue,873.91,CL00304,SAL003636,Paid,FAC-002582
FIN0002327,2025-08-27,Revenue,One-time Revenue,20670.67,CL00174,SAL002020,Late,FAC-002327
FIN0002326,2025-08-27,Revenue,Subscription Revenue,1995.81,CL00471,SAL005709,Late,FAC-002326
FIN0002736,2025-08-27,Revenue,Subscription Revenue,1270.51,CL00277,SAL003260,Paid,FAC-002736
FIN0002453,2025-08-27,Revenue,One-time Revenue,2751.92,CL00178,SAL002076,Paid,FAC-002453
FIN0002578,2025-08-27,Revenue,Subscription Revenue,115.85,CL00484,SAL005895,Paid,FAC-002578
FIN0002077,2025-08-27,Revenue,Subscription Revenue,1394.94,CL00355,SAL004311,Late,FAC-002077
FIN0002457,2025-08-27,Revenue,Subscription Revenue,422.88,CL00030,SAL000315,Paid,FAC-002457
FIN0002458,2025-08-27,Revenue,Subscription Revenue,751.31,CL00154,SAL001863,Paid,FAC-002458
FIN0002594,2025-08-28,Revenue,Subscription Revenue,500.88,CL00193,SAL002235,Paid,FAC-002594
FIN0002593,2025-08-28,Revenue,Subscription Revenue,1639.49,CL00122,SAL001463,Paid,FAC-002593
FIN0002584,2025-08-28,Revenue,Subscription Revenue,659.92,CL00090,SAL001082,Paid,FAC-002584
FIN0002583,2025-08-28,Revenue,One-time Revenue,6814.2,CL00425,SAL005201,Paid,FAC-002583
FIN0002464,2025-08-28,Revenue,One-time Revenue,4367.58,CL00075,SAL000857,Paid,FAC-002464
FIN0002738,2025-08-28,Revenue,Subscription Revenue,635.76,CL00067,SAL000697,Paid,FAC-002738
FIN0002463,2025-08-28,Revenue,Subscription Revenue,1181.02,CL00070,SAL000739,Paid,FAC-002463
FIN0002337,2025-08-28,Revenue,Subscription Revenue,487.53,CL00124,SAL001530,Late,FAC-002337
FIN0002333,2025-08-28,Revenue,Subscription Revenue,838.87,CL00256,SAL003044,Late,FAC-002333
FIN0002883,2025-08-28,Revenue,Subscription Revenue,562.87,CL00090,SAL001080,Paid,FAC-002883
FIN0002884,2025-08-28,Revenue,Subscription Revenue,381.67,CL00108,SAL001279,Paid,FAC-002884
FIN0002886,2025-08-28,Revenue,One-time Revenue,953.42,CL00210,SAL002418,Paid,FAC-002886
FIN0002889,2025-08-28,Revenue,Subscription Revenue,667.73,CL00499,SAL006102,Paid,FAC-002889
FIN0002600,2025-08-29,Revenue,Subscription Revenue,176.49,CL00051,SAL000488,Paid,FAC-002600
FIN0002605,2025-08-29,Revenue,Subscription Revenue,290.02,CL00480,SAL005827,Paid,FAC-002605
FIN0002892,2025-08-29,Revenue,Subscription Revenue,256.82,CL00236,SAL002705,Paid,FAC-002892
FIN0002597,2025-08-29,Revenue,Subscription Revenue,198.68,CL00275,SAL003221,Paid,FAC-002597
FIN0002341,2025-08-29,Revenue,Subscription Revenue,850.69,CL00402,SAL004896,Late,FAC-002341
FIN0002747,2025-08-29,Revenue,One-time Revenue,1835.57,CL00489,SAL005965,Paid,FAC-002747
FIN0002744,2025-08-29,Revenue,Subscription Revenue,633.43,CL00293,SAL003456,Paid,FAC-002744
FIN0002745,2025-08-29,Revenue,Subscription Revenue,300.45,CL00231,SAL002660,Paid,FAC-002745
FIN0002472,2025-08-29,Revenue,Subscription Revenue,2244.45,CL00313,SAL003684,Paid,FAC-002472
FIN0002902,2025-08-29,Revenue,Subscription Revenue,567.53,CL00257,SAL003079,Paid,FAC-002902
FIN0002480,2025-08-29,Revenue,One-time Revenue,3846.36,CL00085,SAL000999,Paid,FAC-002480
FIN0002903,2025-08-29,Revenue,Subscription Revenue,1584.57,CL00108,SAL001284,Paid,FAC-002903
FIN0002612,2025-08-30,Revenue,One-time Revenue,581.97,CL00027,SAL000261,Paid,FAC-002612
FIN0002609,2025-08-30,Revenue,Subscription Revenue,1098.17,CL00181,SAL002103,Paid,FAC-002609
FIN0002904,2025-08-30,Revenue,Subscription Revenue,973.32,CL00182,SAL002117,Paid,FAC-002904
FIN0002757,2025-08-30,Revenue,Subscription Revenue,634.55,CL00111,SAL001316,Paid,FAC-002757
FIN0002487,2025-08-30,Revenue,Subscription Revenue,535.73,CL00134,SAL001674,Paid,FAC-002487
FIN0002616,2025-08-30,Revenue,One-time Revenue,6975.13,CL00277,SAL003256,Paid,FAC-002616
FIN0002617,2025-08-30,Revenue,One-time Revenue,4918.53,CL00141,SAL001724,Paid,FAC-002617
FIN0002754,2025-08-30,Revenue,Subscription Revenue,284.37,CL00253,SAL002980,Paid,FAC-002754
FIN0002618,2025-08-30,Revenue,Subscription Revenue,1849.3,CL00277,SAL003245,Paid,FAC-002618
FIN0002753,2025-08-30,Revenue,Subscription Revenue,196.98,CL00074,SAL000840,Paid,FAC-002753
FIN0002758,2025-08-30,Revenue,One-time Revenue,1943.12,CL00054,SAL000523,Paid,FAC-002758
FIN0002613,2025-08-30,Revenue,Subscription Revenue,541.27,CL00366,SAL004449,Paid,FAC-002613
FIN0002765,2025-08-31,Revenue,One-time Revenue,1830.68,CL00044,SAL000422,Paid,FAC-002765
FIN0002763,2025-08-31,Revenue,Subscription Revenue,302.09,CL00050,SAL000466,Paid,FAC-002763
FIN0002911,2025-08-31,Revenue,Subscription Revenue,254.93,CL00252,SAL002950,Paid,FAC-002911
FIN0002914,2025-08-31,Revenue,One-time Revenue,1439.09,CL00167,SAL001934,Paid,FAC-002914
FIN0002772,2025-08-31,Revenue,Subscription Revenue,1014.05,CL00171,SAL001993,Paid,FAC-002772
FIN0002490,2025-08-31,Revenue,Subscription Revenue,2271.97,CL00396,SAL004771,Paid,FAC-002490
FIN0002627,2025-08-31,Revenue,Subscription Revenue,623.95,CL00168,SAL001940,Paid,FAC-002627
FIN0002623,2025-08-31,Revenue,Subscription Revenue,206.44,CL00250,SAL002911,Paid,FAC-002623
FIN0002621,2025-08-31,Revenue,Subscription Revenue,1140.44,CL00223,SAL002589,Paid,FAC-002621
FIN0002913,2025-08-31,Revenue,Subscription Revenue,1280.28,CL00040,SAL000404,Paid,FAC-002913
FIN0002624,2025-08-31,Revenue,Subscription Revenue,389.49,CL00351,SAL004265,Paid,FAC-002624
FIN0006428,2025-09-01,Expense,Marketing & Publicité,6466.98,,,Paid,DEP-006428
FIN0002926,2025-09-01,Revenue,Subscription Revenue,657.28,CL00322,SAL003791,Paid,FAC-002926
FIN0002923,2025-09-01,Revenue,Subscription Revenue,2732.43,CL00121,SAL001434,Paid,FAC-002923
FIN0002371,2025-09-01,Revenue,Subscription Revenue,247.27,CL00329,SAL003849,Late,FAC-002371
FIN0002921,2025-09-01,Revenue,One-time Revenue,4041.72,CL00151,SAL001823,Paid,FAC-002921
FIN0002640,2025-09-01,Revenue,Subscription Revenue,186.12,CL00075,SAL000849,Paid,FAC-002640
FIN0002635,2025-09-01,Revenue,Subscription Revenue,186.9,CL00330,SAL003858,Paid,FAC-002635
FIN0002121,2025-09-01,Revenue,Subscription Revenue,936.73,CL00257,SAL003054,Late,FAC-002121
FIN0002631,2025-09-01,Revenue,One-time Revenue,6175.88,CL00390,SAL004720,Paid,FAC-002631
FIN0002634,2025-09-01,Revenue,Subscription Revenue,582.83,CL00277,SAL003263,Paid,FAC-002634
FIN0002500,2025-09-02,Revenue,One-time Revenue,15631.62,CL00256,SAL003034,Paid,FAC-002500
FIN0002381,2025-09-02,Revenue,Subscription Revenue,253.13,CL00256,SAL003042,Late,FAC-002381
FIN0002130,2025-09-02,Revenue,Subscription Revenue,1497.41,CL00089,SAL001071,Late,FAC-002130
FIN0002932,2025-09-02,Revenue,Subscription Revenue,757.24,CL00398,SAL004803,Paid,FAC-002932
FIN0002930,2025-09-02,Revenue,Subscription Revenue,227.41,CL00467,SAL005673,Paid,FAC-002930
FIN0002788,2025-09-02,Revenue,Subscription Revenue,247.12,CL00455,SAL005542,Paid,FAC-002788
FIN0002501,2025-09-02,Revenue,Subscription Revenue,124.24,CL00185,SAL002144,Paid,FAC-002501
FIN0002792,2025-09-02,Revenue,One-time Revenue,756.64,CL00195,SAL002267,Paid,FAC-002792
FIN0006443,2025-09-02,Expense,OpenAI / LLM API,2216.46,,,Paid,DEP-006443
FIN0006441,2025-09-03,Expense,OpenAI / LLM API,2216.46,,,Paid,DEP-006441
FIN0002511,2025-09-03,Revenue,One-time Revenue,3147.97,CL00185,SAL002142,Paid,FAC-002511
FIN0006430,2025-09-03,Expense,Infrastructure Cloud,6076.46,,,Paid,DEP-006430
FIN0002793,2025-09-03,Revenue,Subscription Revenue,863.96,CL00030,SAL000316,Paid,FAC-002793
FIN0002942,2025-09-03,Revenue,One-time Revenue,7041.06,CL00499,SAL006105,Paid,FAC-002942
FIN0002797,2025-09-03,Revenue,Subscription Revenue,617.81,CL00366,SAL004437,Paid,FAC-002797
FIN0002664,2025-09-03,Revenue,Subscription Revenue,513.27,CL00296,SAL003538,Paid,FAC-002664
FIN0002660,2025-09-03,Revenue,Subscription Revenue,1329.09,CL00408,SAL004987,Paid,FAC-002660
FIN0002658,2025-09-03,Revenue,Subscription Revenue,1468.91,CL00088,SAL001066,Paid,FAC-002658
FIN0002654,2025-09-03,Revenue,Subscription Revenue,1379.68,CL00390,SAL004721,Paid,FAC-002654
FIN0002941,2025-09-03,Revenue,Subscription Revenue,411.77,CL00284,SAL003378,Paid,FAC-002941
FIN0006427,2025-09-03,Expense,Salaires & charges,34824.63,,,Paid,DEP-006427
FIN0002662,2025-09-03,Revenue,One-time Revenue,618.02,CL00305,SAL003643,Paid,FAC-002662
FIN0002669,2025-09-04,Revenue,One-time Revenue,1642.69,CL00379,SAL004585,Paid,FAC-002669
FIN0002668,2025-09-04,Revenue,One-time Revenue,737.04,CL00494,SAL006014,Paid,FAC-002668
FIN0002667,2025-09-04,Revenue,One-time Revenue,1986.0,CL00057,SAL000607,Paid,FAC-002667
FIN0002951,2025-09-04,Revenue,One-time Revenue,3163.92,CL00104,SAL001201,Paid,FAC-002951
FIN0002514,2025-09-04,Revenue,One-time Revenue,9505.56,CL00349,SAL004235,Paid,FAC-002514
FIN0002679,2025-09-05,Revenue,Subscription Revenue,647.77,CL00256,SAL003039,Paid,FAC-002679
FIN0002519,2025-09-05,Revenue,Subscription Revenue,313.13,CL00011,SAL000122,Paid,FAC-002519
FIN0002963,2025-09-05,Revenue,Subscription Revenue,558.27,CL00499,SAL006099,Paid,FAC-002963
FIN0002955,2025-09-05,Revenue,One-time Revenue,1431.64,CL00284,SAL003386,Paid,FAC-002955
FIN0002957,2025-09-05,Revenue,Subscription Revenue,620.65,CL00408,SAL004985,Paid,FAC-002957
FIN0006432,2025-09-06,Expense,Outils SaaS internes,894.42,,,Paid,DEP-006432
FIN0002973,2025-09-06,Revenue,Subscription Revenue,1161.1,CL00276,SAL003238,Paid,FAC-002973
FIN0002692,2025-09-06,Revenue,Subscription Revenue,1361.85,CL00459,SAL005572,Paid,FAC-002692
FIN0002687,2025-09-06,Revenue,One-time Revenue,1443.94,CL00081,SAL000960,Paid,FAC-002687
FIN0002822,2025-09-06,Revenue,Subscription Revenue,1948.56,CL00493,SAL006001,Paid,FAC-002822
FIN0002532,2025-09-06,Revenue,Subscription Revenue,251.85,CL00055,SAL000574,Paid,FAC-002532
FIN0002820,2025-09-06,Revenue,Subscription Revenue,449.51,CL00072,SAL000774,Paid,FAC-002820
FIN0002818,2025-09-06,Revenue,One-time Revenue,620.77,CL00103,SAL001172,Paid,FAC-002818
FIN0002693,2025-09-06,Revenue,One-time Revenue,1028.99,CL00178,SAL002089,Paid,FAC-002693
FIN0002540,2025-09-07,Revenue,Subscription Revenue,2461.79,CL00284,SAL003377,Paid,FAC-002540
FIN0002700,2025-09-07,Revenue,One-time Revenue,5637.05,CL00329,SAL003848,Paid,FAC-002700
FIN0002837,2025-09-07,Revenue,Subscription Revenue,897.63,CL00251,SAL002925,Paid,FAC-002837
FIN0002701,2025-09-07,Revenue,Subscription Revenue,204.73,CL00085,SAL001007,Paid,FAC-002701
FIN0002703,2025-09-07,Revenue,Subscription Revenue,656.05,CL00318,SAL003739,Paid,FAC-002703
FIN0002832,2025-09-07,Revenue,One-time Revenue,1986.22,CL00171,SAL001984,Paid,FAC-002832
FIN0002830,2025-09-07,Revenue,One-time Revenue,6120.23,CL00221,SAL002529,Paid,FAC-002830
FIN0002828,2025-09-07,Revenue,One-time Revenue,15777.38,CL00173,SAL002010,Paid,FAC-002828
FIN0002422,2025-09-07,Revenue,Subscription Revenue,810.15,CL00002,SAL000023,Late,FAC-002422
FIN0002541,2025-09-07,Revenue,One-time Revenue,12598.18,CL00238,SAL002745,Paid,FAC-002541
FIN0002536,2025-09-07,Revenue,Subscription Revenue,181.59,CL00190,SAL002210,Paid,FAC-002536
FIN0002539,2025-09-07,Revenue,Subscription Revenue,218.32,CL00119,SAL001391,Paid,FAC-002539
FIN0002980,2025-09-07,Revenue,Subscription Revenue,524.72,CL00299,SAL003564,Paid,FAC-002980
FIN0002706,2025-09-07,Revenue,One-time Revenue,9205.96,CL00110,SAL001304,Paid,FAC-002706
FIN0002551,2025-09-08,Revenue,Subscription Revenue,495.13,CL00242,SAL002847,Paid,FAC-002551
FIN0002554,2025-09-08,Revenue,One-time Revenue,1624.99,CL00342,SAL004113,Paid,FAC-002554
FIN0002557,2025-09-08,Revenue,Subscription Revenue,317.51,CL00395,SAL004763,Paid,FAC-002557
FIN0002546,2025-09-08,Revenue,Subscription Revenue,2055.99,CL00121,SAL001416,Paid,FAC-002546
FIN0002544,2025-09-08,Revenue,Subscription Revenue,974.42,CL00150,SAL001818,Paid,FAC-002544
FIN0002854,2025-09-08,Revenue,Subscription Revenue,717.33,CL00383,SAL004642,Paid,FAC-002854
FIN0002710,2025-09-08,Revenue,Subscription Revenue,439.62,CL00215,SAL002476,Paid,FAC-002710
FIN0002715,2025-09-08,Revenue,One-time Revenue,3761.53,CL00498,SAL006079,Paid,FAC-002715
FIN0002709,2025-09-08,Revenue,Subscription Revenue,677.16,CL00470,SAL005697,Paid,FAC-002709
FIN0002719,2025-09-09,Revenue,Subscription Revenue,292.06,CL00292,SAL003441,Paid,FAC-002719
FIN0003000,2025-09-09,Revenue,Subscription Revenue,884.36,CL00084,SAL000988,Paid,FAC-003000
FIN0002721,2025-09-09,Revenue,Subscription Revenue,511.16,CL00059,SAL000617,Paid,FAC-002721
FIN0002564,2025-09-09,Revenue,One-time Revenue,6499.09,CL00480,SAL005838,Paid,FAC-002564
FIN0002723,2025-09-09,Revenue,Subscription Revenue,171.46,CL00362,SAL004395,Paid,FAC-002723
FIN0002727,2025-09-09,Revenue,Subscription Revenue,415.06,CL00498,SAL006098,Paid,FAC-002727
FIN0006437,2025-09-09,Expense,Frais juridiques & conseil,1120.88,,,Paid,DEP-006437
FIN0002560,2025-09-09,Revenue,Subscription Revenue,2601.07,CL00171,SAL001995,Paid,FAC-002560
FIN0002444,2025-09-10,Revenue,Subscription Revenue,920.01,CL00487,SAL005946,Late,FAC-002444
FIN0002571,2025-09-10,Revenue,Subscription Revenue,2670.27,CL00110,SAL001308,Paid,FAC-002571
FIN0002188,2025-09-10,Revenue,Subscription Revenue,761.58,CL00407,SAL004964,Late,FAC-002188
FIN0002869,2025-09-10,Revenue,Subscription Revenue,372.7,CL00294,SAL003493,Paid,FAC-002869
FIN0002732,2025-09-10,Revenue,Subscription Revenue,1296.06,CL00493,SAL006003,Paid,FAC-002732
FIN0003014,2025-09-10,Revenue,One-time Revenue,3461.41,CL00477,SAL005766,Paid,FAC-003014
FIN0003008,2025-09-10,Revenue,Subscription Revenue,1481.77,CL00224,SAL002600,Paid,FAC-003008
FIN0002728,2025-09-10,Revenue,Subscription Revenue,454.26,CL00370,SAL004464,Paid,FAC-002728
FIN0002730,2025-09-10,Revenue,Subscription Revenue,697.3,CL00081,SAL000964,Paid,FAC-002730
FIN0002735,2025-09-11,Revenue,Subscription Revenue,302.78,CL00484,SAL005908,Paid,FAC-002735
FIN0003019,2025-09-11,Revenue,One-time Revenue,3168.58,CL00366,SAL004446,Paid,FAC-003019
FIN0002199,2025-09-11,Revenue,Subscription Revenue,625.84,CL00108,SAL001264,Late,FAC-002199
FIN0003027,2025-09-11,Revenue,Subscription Revenue,639.9,CL00423,SAL005163,Paid,FAC-003027
FIN0002734,2025-09-11,Revenue,One-time Revenue,5696.93,CL00013,SAL000157,Paid,FAC-002734
FIN0002878,2025-09-11,Revenue,Subscription Revenue,1167.33,CL00181,SAL002106,Paid,FAC-002878
FIN0006435,2025-09-11,Expense,Bureaux & équipement,1225.81,,,Paid,DEP-006435
FIN0002875,2025-09-11,Revenue,Subscription Revenue,422.17,CL00117,SAL001363,Paid,FAC-002875
FIN0006438,2025-09-12,Expense,Frais juridiques & conseil,1120.88,,,Paid,DEP-006438
FIN0003034,2025-09-12,Revenue,One-time Revenue,1072.1,CL00276,SAL003231,Paid,FAC-003034
FIN0002585,2025-09-12,Revenue,Subscription Revenue,160.74,CL00322,SAL003782,Paid,FAC-002585
FIN0002591,2025-09-12,Revenue,One-time Revenue,4875.94,CL00371,SAL004470,Paid,FAC-002591
FIN0003033,2025-09-12,Revenue,Subscription Revenue,409.82,CL00375,SAL004542,Paid,FAC-003033
FIN0006444,2025-09-12,Expense,OpenAI / LLM API,2216.46,,,Paid,DEP-006444
FIN0002887,2025-09-12,Revenue,One-time Revenue,4277.82,CL00131,SAL001596,Paid,FAC-002887
FIN0002467,2025-09-12,Revenue,Subscription Revenue,1748.92,CL00469,SAL005693,Late,FAC-002467
FIN0003045,2025-09-12,Revenue,Subscription Revenue,1164.84,CL00293,SAL003445,Paid,FAC-003045
FIN0002469,2025-09-12,Revenue,Subscription Revenue,415.62,CL00005,SAL000036,Late,FAC-002469
FIN0002471,2025-09-12,Revenue,One-time Revenue,3890.13,CL00459,SAL005584,Late,FAC-002471
FIN0002740,2025-09-12,Revenue,Subscription Revenue,1459.23,CL00193,SAL002262,Paid,FAC-002740
FIN0003041,2025-09-12,Revenue,Subscription Revenue,2279.93,CL00092,SAL001091,Paid,FAC-003041
FIN0002465,2025-09-12,Revenue,Subscription Revenue,332.1,CL00377,SAL004568,Late,FAC-002465
FIN0002741,2025-09-12,Revenue,One-time Revenue,1525.5,CL00202,SAL002323,Paid,FAC-002741
FIN0002893,2025-09-13,Revenue,Subscription Revenue,722.85,CL00072,SAL000775,Paid,FAC-002893
