touch_id,campaign_id,client_id,touch_date,touch_type
TCH0007096,CMP0033,CL00412,2025-11-14,click
TCH0007097,CMP0033,CL00003,2025-11-21,impression
TCH0007098,CMP0033,CL00460,2025-10-28,click
TCH0007099,CMP0033,CL00426,2025-11-21,impression
TCH0007100,CMP0033,CL00356,2025-11-26,lead
TCH0007101,CMP0033,CL00208,2025-11-25,conversion
TCH0007102,CMP0033,CL00258,2025-11-15,lead
TCH0007103,CMP0033,CL00197,2025-11-18,lead
TCH0007104,CMP0033,CL00433,2025-11-14,lead
TCH0007105,CMP0033,CL00353,2025-10-01,impression
TCH0007106,CMP0033,CL00259,2025-10-11,click
TCH0007107,CMP0033,CL00367,2025-10-30,impression
TCH0007108,CMP0033,CL00137,2025-10-28,click
TCH0007109,CMP0033,CL00023,2025-10-25,lead
TCH0007110,CMP0033,CL00194,2025-11-25,impression
TCH0007111,CMP0033,CL00285,2025-10-13,click
TCH0007112,CMP0033,CL00006,2025-11-13,click
TCH0007113,CMP0033,CL00483,2025-11-17,impression
TCH0007114,CMP0033,CL00282,2025-11-11,click
TCH0007115,CMP0033,CL00311,2025-11-05,impression
TCH0007116,CMP0033,CL00381,2025-11-25,impression
TCH0007117,CMP0033,CL00007,2025-11-17,lead
TCH0007118,CMP0033,CL00058,2025-11-26,impression
TCH0007119,CMP0033,CL00097,2025-10-06,impression
TCH0007120,CMP0033,CL00312,2025-10-14,impression
TCH0007121,CMP0033,CL00028,2025-10-01,impression
TCH0007122,CMP0033,CL00113,2025-11-07,impression
TCH0007123,CMP0033,CL00457,2025-11-20,lead
TCH0007124,CMP0033,CL00315,2025-11-04,lead
TCH0007125,CMP0033,CL00091,2025-10-20,click
TCH0007126,CMP0033,CL00453,2025-09-29,lead
TCH0007127,CMP0033,CL00245,2025-10-02,impression
TCH0007128,CMP0033,CL00217,2025-11-09,click
TCH0007129,CMP0033,CL00272,2025-11-18,impression
TCH0007130,CMP0033,CL00400,2025-11-01,impression
TCH0007131,CMP0033,CL00077,2025-10-21,lead
TCH0007132,CMP0034,CL00125,2024-02-27,impression
TCH0007133,CMP0034,CL00410,2024-02-17,click
TCH0007134,CMP0034,CL00169,2024-01-25,click
TCH0007135,CMP0034,CL00059,2024-01-28,lead
TCH0007136,CMP0034,CL00021,2024-02-21,click
TCH0007137,CMP0034,CL00112,2024-02-24,lead
TCH0007138,CMP0034,CL00354,2024-02-17,lead
TCH0007139,CMP0034,CL00095,2024-03-18,lead
TCH0007140,CMP0034,CL00032,2024-02-23,impression
TCH0007141,CMP0034,CL00433,2024-01-30,impression
TCH0007142,CMP0034,CL00117,2024-02-18,impression
TCH0007143,CMP0034,CL00442,2024-01-28,impression
TCH0007144,CMP0034,CL00147,2024-02-04,lead
TCH0007145,CMP0034,CL00381,2024-02-27,impression
TCH0007146,CMP0034,CL00150,2024-02-14,impression
TCH0007147,CMP0034,CL00415,2024-03-09,impression
TCH0007148,CMP0034,CL00347,2024-01-31,impression
TCH0007149,CMP0034,CL00365,2024-02-14,click
TCH0007150,CMP0034,CL00323,2024-02-01,click
TCH0007151,CMP0034,CL00259,2024-01-28,impression
TCH0007152,CMP0034,CL00406,2024-03-01,impression
TCH0007153,CMP0034,CL00151,2024-03-16,impression
TCH0007154,CMP0034,CL00142,2024-01-22,click
TCH0007155,CMP0034,CL00270,2024-03-06,impression
TCH0007156,CMP0034,CL00069,2024-03-13,click
TCH0007157,CMP0034,CL00001,2024-01-28,click
TCH0007158,CMP0034,CL00246,2024-01-31,conversion
TCH0007159,CMP0034,CL00005,2024-02-24,impression
TCH0007160,CMP0034,CL00304,2024-02-16,click
TCH0007161,CMP0034,CL00189,2024-01-21,impression
TCH0007162,CMP0034,CL00253,2024-02-03,impression
TCH0007163,CMP0034,CL00392,2024-03-07,conversion
TCH0007164,CMP0034,CL00500,2024-01-21,click
TCH0007165,CMP0034,CL00353,2024-02-25,impression
TCH0007166,CMP0034,CL00380,2024-03-05,impression
TCH0007167,CMP0034,CL00318,2024-02-16,impression
TCH0007168,CMP0034,CL00248,2024-01-26,click
TCH0007169,CMP0034,CL00206,2024-02-11,impression
TCH0007170,CMP0034,CL00337,2024-02-19,lead
TCH0007171,CMP0034,CL00302,2024-02-28,click
TCH0007172,CMP0034,CL00469,2024-01-31,impression
TCH0007173,CMP0034,CL00170,2024-03-09,impression
TCH0007174,CMP0034,CL00371,2024-03-15,lead
TCH0007175,CMP0034,CL00242,2024-03-04,lead
TCH0007176,CMP0034,CL00258,2024-03-19,impression
TCH0007177,CMP0034,CL00443,2024-01-30,lead
TCH0007178,CMP0034,CL00368,2024-03-17,click
TCH0007179,CMP0034,CL00400,2024-01-20,impression
TCH0007180,CMP0034,CL00407,2024-02-03,impression
TCH0007181,CMP0034,CL00476,2024-03-18,lead
TCH0007182,CMP0034,CL00003,2024-03-05,impression
TCH0007183,CMP0034,CL00459,2024-03-07,conversion
TCH0007184,CMP0034,CL00106,2024-01-31,impression
TCH0007185,CMP0034,CL00297,2024-02-27,impression
TCH0007186,CMP0034,CL00352,2024-02-09,impression
TCH0007187,CMP0034,CL00132,2024-02-24,lead
TCH0007188,CMP0034,CL00467,2024-01-28,lead
TCH0007189,CMP0034,CL00281,2024-03-16,lead
TCH0007190,CMP0034,CL00009,2024-02-24,impression
TCH0007191,CMP0034,CL00490,2024-03-09,lead
TCH0007192,CMP0034,CL00417,2024-02-17,impression
TCH0007193,CMP0034,CL00134,2024-02-26,impression
TCH0007194,CMP0034,CL00349,2024-01-30,click
TCH0007195,CMP0034,CL00184,2024-02-10,impression
TCH0007196,CMP0034,CL00013,2024-03-15,click
TCH0007197,CMP0034,CL00312,2024-01-24,click
TCH0007198,CMP0034,CL00453,2024-03-09,lead
TCH0007199,CMP0034,CL00419,2024-01-21,conversion
TCH0007200,CMP0034,CL00375,2024-01-28,conversion
TCH0007201,CMP0034,CL00215,2024-03-09,impression
TCH0007202,CMP0034,CL00326,2024-02-21,impression
TCH0007203,CMP0034,CL00042,2024-01-22,impression
TCH0007204,CMP0034,CL00403,2024-02-23,impression
TCH0007205,CMP0034,CL00261,2024-03-17,click
TCH0007206,CMP0034,CL00374,2024-03-15,impression
TCH0007207,CMP0034,CL00322,2024-03-08,click
TCH0007208,CMP0034,CL00278,2024-02-13,lead
TCH0007209,CMP0034,CL00036,2024-02-06,click
TCH0007210,CMP0034,CL00303,2024-02-21,click
TCH0007211,CMP0034,CL00060,2024-02-17,click
TCH0007212,CMP0034,CL00320,2024-03-12,conversion
TCH0007213,CMP0034,CL00324,2024-02-29,impression
TCH0007214,CMP0034,CL00434,2024-02-16,conversion
TCH0007215,CMP0034,CL00051,2024-03-14,click
TCH0007216,CMP0034,CL00072,2024-02-05,click
TCH0007217,CMP0034,CL00275,2024-01-21,lead
TCH0007218,CMP0034,CL00295,2024-02-15,click
TCH0007219,CMP0034,CL00478,2024-03-18,conversion
TCH0007220,CMP0034,CL00050,2024-01-26,impression
TCH0007221,CMP0034,CL00284,2024-02-06,lead
TCH0007222,CMP0034,CL00065,2024-01-27,click
TCH0007223,CMP0034,CL00321,2024-01-22,click
TCH0007224,CMP0034,CL00331,2024-03-04,lead
TCH0007225,CMP0034,CL00474,2024-03-15,lead
TCH0007226,CMP0034,CL00027,2024-03-16,impression
TCH0007227,CMP0034,CL00492,2024-02-25,lead
TCH0007228,CMP0034,CL00196,2024-01-27,impression
TCH0007229,CMP0034,CL00076,2024-02-08,impression
TCH0007230,CMP0034,CL00146,2024-02-21,click
TCH0007231,CMP0034,CL00385,2024-02-05,conversion
TCH0007232,CMP0034,CL00377,2024-01-22,impression
TCH0007233,CMP0034,CL00216,2024-02-02,conversion
TCH0007234,CMP0034,CL00074,2024-02-13,impression
TCH0007235,CMP0034,CL00098,2024-01-31,lead
TCH0007236,CMP0034,CL00174,2024-01-20,impression
TCH0007237,CMP0034,CL00228,2024-01-29,lead
TCH0007238,CMP0034,CL00384,2024-02-18,conversion
TCH0007239,CMP0034,CL00148,2024-01-28,impression
TCH0007240,CMP0034,CL00087,2024-03-14,impression
TCH0007241,CMP0034,CL00330,2024-02-01,impression
TCH0007242,CMP0034,CL00425,2024-01-23,impression
TCH0007243,CMP0034,CL00272,2024-02-20,impression
TCH0007244,CMP0034,CL00491,2024-02-06,lead
TCH0007245,CMP0034,CL00017,2024-02-13,impression
TCH0007246,CMP0034,CL00043,2024-01-26,impression
TCH0007247,CMP0034,CL00219,2024-02-19,click
TCH0007248,CMP0034,CL00306,2024-03-06,conversion
TCH0007249,CMP0034,CL00028,2024-01-27,impression
TCH0007250,CMP0034,CL00260,2024-03-07,impression
TCH0007251,CMP0034,CL00484,2024-03-17,lead
TCH0007252,CMP0034,CL00126,2024-02-12,lead
TCH0007253,CMP0034,CL00048,2024-02-26,lead
TCH0007254,CMP0034,CL00411,2024-01-28,click
TCH0007255,CMP0034,CL00282,2024-03-16,lead
TCH0007256,CMP0034,CL00336,2024-02-23,click
TCH0007257,CMP0034,CL00063,2024-03-06,lead
TCH0007258,CMP0034,CL00256,2024-03-04,click
TCH0007259,CMP0034,CL00111,2024-02-12,click
TCH0007260,CMP0034,CL00408,2024-03-03,impression
TCH0007261,CMP0034,CL00078,2024-03-19,conversion
TCH0007262,CMP0034,CL00240,2024-03-16,lead
TCH0007263,CMP0034,CL00342,2024-02-21,click
TCH0007264,CMP0034,CL00327,2024-02-04,impression
TCH0007265,CMP0034,CL00457,2024-01-23,conversion
TCH0007266,CMP0034,CL00438,2024-03-08,conversion
TCH0007267,CMP0034,CL00398,2024-02-19,click
TCH0007268,CMP0034,CL00194,2024-02-03,impression
TCH0007269,CMP0034,CL00451,2024-01-25,lead
TCH0007270,CMP0034,CL00218,2024-03-17,impression
TCH0007271,CMP0034,CL00409,2024-01-25,lead
TCH0007272,CMP0034,CL00366,2024-02-08,click
TCH0007273,CMP0034,CL00066,2024-02-22,impression
TCH0007274,CMP0034,CL00247,2024-02-04,click
TCH0007275,CMP0034,CL00198,2024-03-05,conversion
TCH0007276,CMP0034,CL00481,2024-02-07,conversion
TCH0007277,CMP0034,CL00249,2024-01-31,impression
TCH0007278,CMP0034,CL00329,2024-03-10,impression
TCH0007279,CMP0034,CL00286,2024-02-10,impression
TCH0007280,CMP0034,CL00120,2024-02-03,click
TCH0007281,CMP0034,CL00360,2024-01-21,impression
TCH0007282,CMP0034,CL00428,2024-03-16,click
TCH0007283,CMP0034,CL00498,2024-02-04,click
TCH0007284,CMP0034,CL00296,2024-03-02,lead
TCH0007285,CMP0034,CL00257,2024-02-14,impression
TCH0007286,CMP0034,CL00495,2024-01-23,impression
TCH0007287,CMP0034,CL00014,2024-01-28,lead
TCH0007288,CMP0034,CL00436,2024-03-03,lead
TCH0007289,CMP0034,CL00089,2024-03-02,click
TCH0007290,CMP0034,CL00418,2024-01-25,click
TCH0007291,CMP0034,CL00414,2024-03-15,click
TCH0007292,CMP0034,CL00343,2024-02-19,click
TCH0007293,CMP0034,CL00004,2024-03-06,conversion
TCH0007294,CMP0034,CL00396,2024-01-28,lead
TCH0007295,CMP0034,CL00455,2024-01-28,click
TCH0007296,CMP0034,CL00002,2024-02-19,impression
TCH0007297,CMP0034,CL00426,2024-02-04,impression
TCH0007298,CMP0034,CL00483,2024-01-28,impression
TCH0007299,CMP0034,CL00175,2024-03-14,click
TCH0007300,CMP0034,CL00053,2024-01-31,impression
TCH0007301,CMP0034,CL00154,2024-03-17,impression
TCH0007302,CMP0034,CL00450,2024-03-19,impression
TCH0007303,CMP0034,CL00264,2024-02-06,impression
TCH0007304,CMP0034,CL00110,2024-01-25,lead
TCH0007305,CMP0034,CL00499,2024-03-17,click
TCH0007306,CMP0034,CL00357,2024-02-08,click
TCH0007307,CMP0034,CL00399,2024-03-01,conversion
TCH0007308,CMP0034,CL00084,2024-02-26,lead
TCH0007309,CMP0034,CL00101,2024-03-18,impression
TCH0007310,CMP0034,CL00308,2024-01-21,click
TCH0007311,CMP0034,CL00139,2024-03-13,impression
TCH0007312,CMP0034,CL00310,2024-01-21,click
TCH0007313,CMP0034,CL00010,2024-01-30,impression
TCH0007314,CMP0034,CL00018,2024-02-14,impression
TCH0007315,CMP0034,CL00485,2024-01-25,click
TCH0007316,CMP0034,CL00115,2024-02-20,click
TCH0007317,CMP0034,CL00267,2024-01-21,lead
TCH0007318,CMP0034,CL00427,2024-03-04,impression
TCH0007319,CMP0034,CL00030,2024-03-19,impression
TCH0007320,CMP0034,CL00340,2024-03-04,conversion
TCH0007321,CMP0034,CL00208,2024-02-14,impression
TCH0007322,CMP0034,CL00166,2024-01-27,click
TCH0007323,CMP0034,CL00470,2024-02-04,click
TCH0007324,CMP0034,CL00307,2024-02-11,click
TCH0007325,CMP0034,CL00265,2024-02-14,lead
TCH0007326,CMP0034,CL00187,2024-02-02,lead
TCH0007327,CMP0034,CL00068,2024-03-13,conversion
TCH0007328,CMP0034,CL00217,2024-03-05,impression
TCH0007329,CMP0034,CL00212,2024-03-03,conversion
TCH0007330,CMP0034,CL00289,2024-02-07,impression
TCH0007331,CMP0034,CL00203,2024-01-28,click
TCH0007332,CMP0034,CL00157,2024-03-19,lead
TCH0007333,CMP0034,CL00107,2024-02-06,lead
TCH0007334,CMP0034,CL00339,2024-01-21,click
TCH0007335,CMP0034,CL00251,2024-02-08,impression
TCH0007336,CMP0034,CL00071,2024-02-18,lead
TCH0007337,CMP0034,CL00026,2024-02-26,impression
TCH0007338,CMP0034,CL00061,2024-03-03,click
TCH0007339,CMP0034,CL00199,2024-01-28,impression
TCH0007340,CMP0034,CL00204,2024-02-22,click
TCH0007341,CMP0034,CL00041,2024-02-18,click
TCH0007342,CMP0034,CL00262,2024-01-30,conversion
TCH0007343,CMP0034,CL00223,2024-03-05,lead
TCH0007344,CMP0034,CL00388,2024-01-27,click
TCH0007345,CMP0034,CL00102,2024-03-17,impression
TCH0007346,CMP0034,CL00244,2024-03-19,click
TCH0007347,CMP0034,CL00454,2024-03-10,lead
TCH0007348,CMP0034,CL00124,2024-02-12,impression
TCH0007349,CMP0034,CL00173,2024-03-01,click
TCH0007350,CMP0034,CL00149,2024-01-29,impression
TCH0007351,CMP0034,CL00081,2024-03-19,conversion
TCH0007352,CMP0034,CL00404,2024-02-26,click
TCH0007353,CMP0034,CL00077,2024-03-19,lead
TCH0007354,CMP0034,CL00351,2024-02-15,lead
TCH0007355,CMP0034,CL00420,2024-02-05,click
TCH0007356,CMP0034,CL00195,2024-02-17,lead
TCH0007357,CMP0034,CL00029,2024-02-28,click
TCH0007358,CMP0034,CL00466,2024-02-27,impression
TCH0007359,CMP0034,CL00482,2024-01-22,conversion
TCH0007360,CMP0034,CL00252,2024-01-26,click
TCH0007361,CMP0034,CL00345,2024-02-19,click
TCH0007362,CMP0034,CL00316,2024-02-07,impression
TCH0007363,CMP0034,CL00057,2024-02-03,lead
TCH0007364,CMP0034,CL00015,2024-03-08,impression
TCH0007365,CMP0034,CL00497,2024-02-07,click
TCH0007366,CMP0034,CL00448,2024-03-04,impression
TCH0007367,CMP0034,CL00423,2024-01-29,impression
TCH0007368,CMP0034,CL00496,2024-01-25,lead
TCH0007369,CMP0034,CL00325,2024-02-14,impression
TCH0007370,CMP0034,CL00305,2024-03-04,impression
TCH0007371,CMP0034,CL00341,2024-02-10,click
TCH0007372,CMP0034,CL00159,2024-01-30,conversion
TCH0007373,CMP0034,CL00075,2024-02-28,impression
TCH0007374,CMP0034,CL00200,2024-02-05,lead
TCH0007375,CMP0034,CL00317,2024-03-05,impression
TCH0007376,CMP0034,CL00435,2024-03-02,click
TCH0007377,CMP0034,CL00097,2024-01-31,click
TCH0007378,CMP0034,CL00480,2024-02-20,click
TCH0007379,CMP0034,CL00088,2024-01-20,click
TCH0007380,CMP0034,CL00405,2024-02-03,impression
TCH0007381,CMP0034,CL00422,2024-02-29,lead
TCH0007382,CMP0034,CL00266,2024-02-19,lead
TCH0007383,CMP0034,CL00283,2024-03-08,lead
TCH0007384,CMP0034,CL00314,2024-02-20,impression
TCH0007385,CMP0034,CL00446,2024-03-08,click
TCH0007386,CMP0034,CL00186,2024-03-19,click
TCH0007387,CMP0034,CL00221,2024-03-11,impression
TCH0007388,CMP0034,CL00298,2024-03-10,lead
TCH0007389,CMP0034,CL00035,2024-03-19,impression
TCH0007390,CMP0034,CL00012,2024-01-29,lead
TCH0007391,CMP0034,CL00011,2024-02-07,click
TCH0007392,CMP0034,CL00475,2024-02-05,lead
TCH0007393,CMP0034,CL00094,2024-01-31,lead
TCH0007394,CMP0034,CL00445,2024-01-27,click
TCH0007395,CMP0034,CL00210,2024-02-07,lead
TCH0007396,CMP0034,CL00235,2024-02-20,impression
TCH0007397,CMP0034,CL00127,2024-03-16,click
TCH0007398,CMP0034,CL00025,2024-01-26,lead
TCH0007399,CMP0034,CL00024,2024-03-12,impression
TCH0007400,CMP0034,CL00356,2024-03-19,impression
TCH0007401,CMP0034,CL00165,2024-01-23,click
TCH0007402,CMP0034,CL00049,2024-01-26,click
TCH0007403,CMP0034,CL00129,2024-03-09,click
TCH0007404,CMP0034,CL00138,2024-03-14,impression
TCH0007405,CMP0034,CL00238,2024-01-25,impression
TCH0007406,CMP0034,CL00395,2024-03-16,impression
TCH0007407,CMP0034,CL00172,2024-03-15,click
TCH0007408,CMP0034,CL00487,2024-01-27,impression
TCH0007409,CMP0034,CL00493,2024-03-01,lead
TCH0007410,CMP0034,CL00201,2024-02-24,click
TCH0007411,CMP0034,CL00273,2024-02-28,click
TCH0007412,CMP0034,CL00263,2024-03-06,impression
TCH0007413,CMP0034,CL00083,2024-02-26,impression
TCH0007414,CMP0034,CL00373,2024-03-15,lead
TCH0007415,CMP0034,CL00082,2024-03-16,click
TCH0007416,CMP0034,CL00276,2024-02-26,lead
TCH0007417,CMP0034,CL00040,2024-01-23,click
TCH0007418,CMP0034,CL00214,2024-01-25,click
TCH0007419,CMP0034,CL00394,2024-03-10,click
TCH0007420,CMP0034,CL00439,2024-03-09,impression
TCH0007421,CMP0034,CL00378,2024-02-10,impression
TCH0007422,CMP0034,CL00291,2024-01-27,impression
TCH0007423,CMP0034,CL00176,2024-02-15,impression
TCH0007424,CMP0034,CL00191,2024-02-20,lead
TCH0007425,CMP0034,CL00268,2024-01-21,conversion
TCH0007426,CMP0034,CL00160,2024-02-22,click
TCH0007427,CMP0034,CL00192,2024-03-10,click
TCH0007428,CMP0034,CL00229,2024-01-20,impression
TCH0007429,CMP0034,CL00178,2024-02-17,lead
TCH0007430,CMP0034,CL00220,2024-03-02,click
TCH0007431,CMP0034,CL00108,2024-03-16,impression
TCH0007432,CMP0034,CL00045,2024-01-21,click
TCH0007433,CMP0034,CL00274,2024-01-26,click
TCH0007434,CMP0034,CL00158,2024-03-18,impression
TCH0007435,CMP0034,CL00468,2024-03-13,click
TCH0007436,CMP0034,CL00044,2024-03-12,click
TCH0007437,CMP0034,CL00335,2024-03-19,impression
TCH0007438,CMP0034,CL00213,2024-02-18,impression
TCH0007439,CMP0034,CL00131,2024-01-31,impression
TCH0007440,CMP0034,CL00190,2024-02-02,click
TCH0007441,CMP0034,CL00494,2024-02-14,lead
TCH0007442,CMP0034,CL00479,2024-03-13,impression
TCH0007443,CMP0034,CL00477,2024-03-07,click
TCH0007444,CMP0034,CL00432,2024-02-29,lead
TCH0007445,CMP0034,CL00113,2024-02-10,impression
TCH0007446,CMP0034,CL00243,2024-03-12,click
TCH0007447,CMP0034,CL00034,2024-01-20,click
TCH0007448,CMP0034,CL00054,2024-02-29,impression
TCH0007449,CMP0034,CL00391,2024-03-07,impression
TCH0007450,CMP0034,CL00288,2024-03-12,conversion
TCH0007451,CMP0034,CL00161,2024-01-29,lead
TCH0007452,CMP0034,CL00104,2024-02-12,impression
TCH0007453,CMP0034,CL00163,2024-03-19,click
TCH0007454,CMP0034,CL00179,2024-03-05,click
TCH0007455,CMP0034,CL00294,2024-03-10,impression
TCH0007456,CMP0034,CL00039,2024-02-28,impression
TCH0007457,CMP0034,CL00180,2024-03-08,click
TCH0007458,CMP0034,CL00437,2024-02-10,click
TCH0007459,CMP0034,CL00008,2024-03-01,impression
TCH0007460,CMP0034,CL00472,2024-03-10,conversion
TCH0007461,CMP0034,CL00279,2024-02-10,lead
TCH0007462,CMP0034,CL00046,2024-03-12,impression
TCH0007463,CMP0034,CL00222,2024-02-08,lead
TCH0007464,CMP0034,CL00188,2024-03-10,lead
TCH0007465,CMP0034,CL00315,2024-03-09,impression
TCH0007466,CMP0034,CL00137,2024-01-20,conversion
TCH0007467,CMP0034,CL00280,2024-02-02,impression
TCH0007468,CMP0034,CL00133,2024-03-18,conversion
TCH0007469,CMP0034,CL00070,2024-02-27,lead
TCH0007470,CMP0034,CL00092,2024-03-13,impression
TCH0007471,CMP0034,CL00367,2024-03-10,lead
TCH0007472,CMP0034,CL00121,2024-03-01,click
TCH0007473,CMP0034,CL00185,2024-03-11,click
TCH0007474,CMP0034,CL00402,2024-02-06,lead
TCH0007475,CMP0034,CL00245,2024-02-19,impression
TCH0007476,CMP0034,CL00387,2024-01-20,conversion
TCH0007477,CMP0034,CL00362,2024-03-04,click
TCH0007478,CMP0034,CL00144,2024-03-08,lead
TCH0007479,CMP0034,CL00211,2024-02-07,impression
TCH0007480,CMP0034,CL00319,2024-01-28,impression
TCH0007481,CMP0034,CL00250,2024-01-24,click
TCH0007482,CMP0034,CL00183,2024-02-10,lead
TCH0007483,CMP0034,CL00231,2024-02-22,impression
TCH0007484,CMP0034,CL00227,2024-02-06,lead
TCH0007485,CMP0034,CL00164,2024-02-03,click
TCH0007486,CMP0034,CL00116,2024-03-16,lead
TCH0007487,CMP0034,CL00237,2024-02-02,click
TCH0007488,CMP0034,CL00122,2024-01-25,impression
TCH0007489,CMP0034,CL00006,2024-03-09,lead
TCH0007490,CMP0034,CL00431,2024-02-05,click
TCH0007491,CMP0034,CL00471,2024-02-04,conversion
TCH0007492,CMP0034,CL00413,2024-02-18,lead
TCH0007493,CMP0034,CL00096,2024-02-24,click
TCH0007494,CMP0034,CL00177,2024-03-17,impression
TCH0007495,CMP0034,CL00073,2024-02-03,impression
TCH0007496,CMP0034,CL00079,2024-03-04,conversion
TCH0007497,CMP0034,CL00333,2024-01-26,click
TCH0007498,CMP0034,CL00301,2024-01-24,click
TCH0007499,CMP0034,CL00461,2024-02-18,lead
TCH0007500,CMP0034,CL00100,2024-01-28,click
TCH0007501,CMP0034,CL00105,2024-03-05,click
TCH0007502,CMP0034,CL00350,2024-01-25,impression
TCH0007503,CMP0034,CL00182,2024-01-29,lead
TCH0007504,CMP0034,CL00038,2024-02-27,lead
TCH0007505,CMP0034,CL00167,2024-03-08,click
TCH0007506,CMP0034,CL00019,2024-02-02,impression
TCH0007507,CMP0034,CL00209,2024-01-29,lead
TCH0007508,CMP0034,CL00449,2024-02-15,lead
TCH0007509,CMP0034,CL00016,2024-03-19,lead
TCH0007510,CMP0034,CL00020,2024-02-14,click
TCH0007511,CMP0034,CL00444,2024-01-28,impression
TCH0007512,CMP0034,CL00255,2024-02-15,impression
TCH0007513,CMP0034,CL00123,2024-02-01,lead
TCH0007514,CMP0034,CL00064,2024-02-16,impression
TCH0007515,CMP0034,CL00370,2024-03-08,lead
TCH0007516,CMP0034,CL00382,2024-02-17,conversion
TCH0007517,CMP0034,CL00464,2024-03-05,click
TCH0007518,CMP0034,CL00136,2024-03-03,impression
TCH0007519,CMP0034,CL00421,2024-02-18,impression
TCH0007520,CMP0034,CL00155,2024-02-02,impression
TCH0007521,CMP0034,CL00401,2024-01-31,click
TCH0007522,CMP0034,CL00239,2024-03-09,lead
TCH0007523,CMP0034,CL00430,2024-02-19,impression
TCH0007524,CMP0034,CL00205,2024-02-16,impression
TCH0007525,CMP0034,CL00299,2024-01-22,click
TCH0007526,CMP0034,CL00338,2024-02-08,lead
TCH0007527,CMP0034,CL00290,2024-02-12,click
TCH0007528,CMP0034,CL00091,2024-03-18,lead
TCH0007529,CMP0034,CL00052,2024-01-31,click
TCH0007530,CMP0034,CL00393,2024-02-07,impression
TCH0007531,CMP0034,CL00383,2024-02-13,impression
TCH0007532,CMP0034,CL00086,2024-01-20,click
TCH0007533,CMP0034,CL00119,2024-02-11,impression
TCH0007534,CMP0034,CL00037,2024-02-17,impression
TCH0007535,CMP0034,CL00168,2024-03-10,impression
TCH0007536,CMP0034,CL00424,2024-02-09,lead
TCH0007537,CMP0034,CL00463,2024-03-18,click
TCH0007538,CMP0034,CL00067,2024-02-14,impression
TCH0007539,CMP0034,CL00328,2024-02-25,impression
TCH0007540,CMP0034,CL00047,2024-02-20,lead
TCH0007541,CMP0034,CL00099,2024-03-10,click
TCH0007542,CMP0034,CL00372,2024-02-13,click
TCH0007543,CMP0034,CL00452,2024-01-21,impression
TCH0007544,CMP0034,CL00300,2024-03-15,click
TCH0007545,CMP0034,CL00156,2024-02-12,click
TCH0007546,CMP0034,CL00447,2024-01-30,click
TCH0007547,CMP0034,CL00390,2024-03-06,lead
TCH0007548,CMP0034,CL00311,2024-02-04,impression
TCH0007549,CMP0034,CL00364,2024-01-21,click
TCH0007550,CMP0034,CL00379,2024-03-10,lead
TCH0007551,CMP0034,CL00462,2024-02-17,click
TCH0007552,CMP0034,CL00230,2024-03-04,conversion
TCH0007553,CMP0034,CL00031,2024-02-08,lead
TCH0007554,CMP0034,CL00109,2024-02-14,impression
TCH0007555,CMP0034,CL00085,2024-01-20,impression
TCH0007556,CMP0034,CL00456,2024-02-28,impression
TCH0007557,CMP0034,CL00153,2024-02-16,lead
TCH0007558,CMP0034,CL00348,2024-02-19,lead
TCH0007559,CMP0034,CL00271,2024-02-18,impression
TCH0007560,CMP0034,CL00369,2024-02-04,click
TCH0007561,CMP0034,CL00225,2024-01-24,lead
TCH0007562,CMP0034,CL00023,2024-01-21,lead
TCH0007563,CMP0034,CL00202,2024-02-20,impression
TCH0007564,CMP0034,CL00358,2024-01-30,impression
TCH0007565,CMP0034,CL00140,2024-02-13,lead
TCH0007566,CMP0034,CL00171,2024-02-16,impression
TCH0007567,CMP0034,CL00277,2024-01-23,impression
TCH0007568,CMP0034,CL00033,2024-03-16,impression
TCH0007569,CMP0034,CL00460,2024-01-26,lead
TCH0007570,CMP0034,CL00224,2024-03-10,lead
TCH0007571,CMP0034,CL00143,2024-02-28,click
TCH0007572,CMP0034,CL00412,2024-02-25,conversion
TCH0007573,CMP0034,CL00285,2024-01-26,impression
TCH0007574,CMP0034,CL00114,2024-03-06,impression
TCH0007575,CMP0034,CL00473,2024-03-12,impression
TCH0007576,CMP0034,CL00486,2024-02-06,lead
TCH0007577,CMP0034,CL00141,2024-02-13,click
TCH0007578,CMP0034,CL00130,2024-01-21,impression
TCH0007579,CMP0034,CL00145,2024-01-26,click
TCH0007580,CMP0034,CL00429,2024-02-23,impression
TCH0007581,CMP0034,CL00152,2024-03-11,impression
TCH0007582,CMP0034,CL00346,2024-01-21,impression
TCH0007583,CMP0034,CL00293,2024-02-13,conversion
TCH0007584,CMP0034,CL00376,2024-02-23,click
TCH0007585,CMP0034,CL00440,2024-01-25,conversion
TCH0007586,CMP0034,CL00488,2024-02-04,click
TCH0007587,CMP0034,CL00355,2024-02-05,lead
TCH0007588,CMP0034,CL00234,2024-01-23,click
TCH0007589,CMP0034,CL00458,2024-03-12,click
TCH0007590,CMP0034,CL00233,2024-03-13,lead
TCH0007591,CMP0034,CL00090,2024-03-15,lead
TCH0007592,CMP0034,CL00241,2024-01-24,conversion
TCH0007593,CMP0034,CL00062,2024-02-15,lead
TCH0007594,CMP0034,CL00363,2024-03-13,click
TCH0007595,CMP0034,CL00232,2024-03-16,impression
TCH0007596,CMP0034,CL00055,2024-01-31,impression
TCH0007597,CMP0034,CL00128,2024-03-10,impression
