sale_id,client_id,sale_date,product,product_category,gross_amount_eur,discount_eur,net_amount_eur,deal_stage,sales_cycle_days,sales_rep
SAL000188,CL00017,2025-07-12,Premium Support,subscription,156.36,15.64,140.72,Won,42,Karim T.
SAL001314,CL00111,2025-07-12,Premium Support,subscription,345.2,0.0,345.2,Won,35,Sophie L.
SAL004559,CL00377,2025-07-12,Training & Onboarding,one_time,674.57,67.46,607.11,Won,74,Léa M.
SAL000508,CL00053,2025-07-12,Core Premium,subscription,2657.29,0.0,2657.29,Won,79,Amine B.
SAL001180,CL00103,2025-07-12,Core Premium,subscription,1307.95,65.4,1242.55,Won,92,Sophie L.
SAL002905,CL00250,2025-07-13,Vector Subscription,subscription,493.68,0.0,493.68,Won,54,Léa M.
SAL005910,CL00484,2025-07-13,Lex Subscription,subscription,520.48,104.1,416.38,Won,31,Marie D.
SAL002076,CL00178,2025-07-13,Custom Development,one_time,2896.76,144.84,2751.92,Won,34,Karim T.
SAL005239,CL00427,2025-07-13,Custom Development,one_time,14345.69,717.28,13628.41,Won,85,Marie D.
SAL005226,CL00427,2025-07-13,Custom Development,one_time,5623.62,281.18,5342.44,Won,87,Marie D.
SAL003523,CL00296,2025-07-13,Ledger Subscription,subscription,602.89,0.0,602.89,Won,62,Amine B.
SAL000315,CL00030,2025-07-13,Ledger Subscription,subscription,528.6,105.72,422.88,Won,95,Karim T.
SAL001863,CL00154,2025-07-13,Lex Subscription,subscription,751.31,0.0,751.31,Won,27,Marie D.
SAL002194,CL00190,2025-07-13,Vector Subscription,subscription,809.21,0.0,809.21,Won,16,Marie D.
SAL001705,CL00139,2025-07-14,Custom Development,one_time,9632.96,0.0,9632.96,Won,27,Amine B.
SAL003038,CL00256,2025-07-14,Custom Development,one_time,9854.0,492.7,9361.3,Won,78,Sophie L.
SAL003734,CL00318,2025-07-14,Ledger Subscription,subscription,524.51,0.0,524.51,Won,55,Yanis F.
SAL000739,CL00070,2025-07-14,Core Premium,subscription,1312.24,131.22,1181.02,Won,42,Yanis F.
SAL000857,CL00075,2025-07-14,Custom Development,one_time,4597.45,229.87,4367.58,Won,69,Yanis F.
SAL004568,CL00377,2025-07-14,Ledger Subscription,subscription,390.7,58.6,332.1,Won,88,Léa M.
SAL005041,CL00415,2025-07-14,Custom Development,one_time,4572.04,0.0,4572.04,Won,61,Amine B.
SAL005693,CL00469,2025-07-14,Core Premium,subscription,2186.15,437.23,1748.92,Won,61,Yanis F.
SAL005705,CL00470,2025-07-14,Ledger Subscription,subscription,632.94,0.0,632.94,Won,55,Marie D.
SAL000036,CL00005,2025-07-14,Lex Subscription,subscription,461.8,46.18,415.62,Won,63,Léa M.
SAL003671,CL00309,2025-07-14,Premium Support,subscription,477.86,95.57,382.29,Won,115,Karim T.
SAL005584,CL00459,2025-07-14,Custom Development,one_time,3890.13,0.0,3890.13,Won,88,Yanis F.
SAL003684,CL00313,2025-07-15,Core Premium,subscription,2493.83,249.38,2244.45,Won,23,Yanis F.
SAL002511,CL00220,2025-07-15,Custom Development,one_time,11918.17,0.0,11918.17,Won,59,Amine B.
SAL003634,CL00304,2025-07-15,Lex Subscription,subscription,809.67,121.45,688.22,Won,25,Amine B.
SAL005173,CL00424,2025-07-15,Vector Subscription,subscription,789.85,0.0,789.85,Won,10,Karim T.
SAL002180,CL00188,2025-07-15,Ledger Subscription,subscription,582.04,0.0,582.04,Won,23,Léa M.
SAL004093,CL00341,2025-07-15,Core Premium,subscription,2729.13,409.37,2319.76,Won,104,Karim T.
SAL005453,CL00449,2025-07-15,Vector Subscription,subscription,521.24,0.0,521.24,Won,29,Sophie L.
SAL001578,CL00128,2025-07-15,Training & Onboarding,one_time,760.03,0.0,760.03,Won,20,Léa M.
SAL000999,CL00085,2025-07-15,Custom Development,one_time,4273.73,427.37,3846.36,Won,66,Marie D.
SAL004860,CL00399,2025-07-16,Vector Subscription,subscription,355.81,0.0,355.81,Won,118,Léa M.
SAL003015,CL00256,2025-07-16,Training & Onboarding,one_time,807.53,0.0,807.53,Won,89,Sophie L.
SAL001286,CL00108,2025-07-16,Premium Support,subscription,400.55,0.0,400.55,Won,56,Sophie L.
SAL000795,CL00073,2025-07-16,Ledger Subscription,subscription,420.26,42.03,378.23,Won,63,Yanis F.
SAL002765,CL00240,2025-07-16,Vector Subscription,subscription,1047.2,52.36,994.84,Won,74,Léa M.
SAL003798,CL00323,2025-07-16,Vector Subscription,subscription,930.15,46.51,883.64,Won,39,Karim T.
SAL001674,CL00134,2025-07-16,Ledger Subscription,subscription,563.93,28.2,535.73,Won,26,Amine B.
SAL002143,CL00185,2025-07-16,Vector Subscription,subscription,970.59,97.06,873.53,Won,25,Yanis F.
SAL001996,CL00171,2025-07-16,Core Premium,subscription,1649.53,0.0,1649.53,Won,42,Karim T.
SAL004771,CL00396,2025-07-17,Core Premium,subscription,2271.97,0.0,2271.97,Won,31,Karim T.
SAL004086,CL00341,2025-07-18,Ledger Subscription,subscription,355.54,0.0,355.54,Won,49,Karim T.
SAL000883,CL00075,2025-07-18,Ledger Subscription,subscription,579.07,0.0,579.07,Won,82,Yanis F.
SAL004961,CL00407,2025-07-18,Lex Subscription,subscription,403.1,60.46,342.64,Won,68,Karim T.
SAL004379,CL00360,2025-07-18,Vector Subscription,subscription,895.69,0.0,895.69,Won,51,Karim T.
SAL001165,CL00103,2025-07-18,Lex Subscription,subscription,364.15,18.21,345.94,Won,53,Sophie L.
SAL000818,CL00073,2025-07-18,Lex Subscription,subscription,440.34,66.05,374.29,Won,29,Yanis F.
SAL004974,CL00407,2025-07-19,Lex Subscription,subscription,769.22,76.92,692.3,Won,76,Karim T.
SAL005806,CL00479,2025-07-19,Training & Onboarding,one_time,907.67,45.38,862.29,Won,94,Yanis F.
SAL004883,CL00402,2025-07-19,Core Premium,subscription,1051.51,52.58,998.93,Won,45,Léa M.
SAL003034,CL00256,2025-07-19,Custom Development,one_time,15631.62,0.0,15631.62,Won,70,Sophie L.
SAL002144,CL00185,2025-07-19,Premium Support,subscription,124.24,0.0,124.24,Won,18,Yanis F.
SAL005823,CL00479,2025-07-19,Training & Onboarding,one_time,2056.42,411.28,1645.14,Won,85,Yanis F.
SAL004111,CL00342,2025-07-19,Core Premium,subscription,2061.53,103.08,1958.45,Won,45,Amine B.
SAL000361,CL00034,2025-07-19,Lex Subscription,subscription,707.35,0.0,707.35,Won,73,Amine B.
SAL003864,CL00330,2025-07-19,Lex Subscription,subscription,508.44,25.42,483.02,Won,71,Léa M.
SAL003143,CL00265,2025-07-20,Core Premium,subscription,945.19,141.78,803.41,Won,72,Marie D.
SAL005842,CL00480,2025-07-20,Premium Support,subscription,131.94,0.0,131.94,Won,25,Marie D.
SAL000120,CL00011,2025-07-20,Premium Support,subscription,418.63,20.93,397.7,Won,68,Karim T.
SAL005885,CL00482,2025-07-20,Core Premium,subscription,2590.31,129.52,2460.79,Won,60,Yanis F.
SAL004942,CL00405,2025-07-20,Lex Subscription,subscription,356.9,0.0,356.9,Won,35,Karim T.
SAL002142,CL00185,2025-07-20,Custom Development,one_time,3147.97,0.0,3147.97,Won,69,Yanis F.
SAL004043,CL00338,2025-07-20,Lex Subscription,subscription,614.83,0.0,614.83,Won,76,Léa M.
SAL003591,CL00302,2025-07-20,Core Premium,subscription,1086.68,0.0,1086.68,Won,19,Karim T.
SAL004235,CL00349,2025-07-21,Custom Development,one_time,10561.73,1056.17,9505.56,Won,83,Yanis F.
SAL005564,CL00458,2025-07-21,Training & Onboarding,one_time,1612.21,0.0,1612.21,Won,79,Karim T.
SAL002196,CL00190,2025-07-21,Vector Subscription,subscription,758.01,0.0,758.01,Won,43,Marie D.
SAL005656,CL00465,2025-07-21,Core Premium,subscription,2639.55,0.0,2639.55,Won,41,Marie D.
SAL000752,CL00071,2025-07-21,Lex Subscription,subscription,295.25,0.0,295.25,Won,47,Léa M.
SAL000122,CL00011,2025-07-22,Ledger Subscription,subscription,347.92,34.79,313.13,Won,46,Karim T.
SAL001372,CL00117,2025-07-22,Training & Onboarding,one_time,955.56,0.0,955.56,Won,25,Léa M.
SAL001938,CL00167,2025-07-22,Ledger Subscription,subscription,289.7,0.0,289.7,Won,74,Yanis F.
SAL001160,CL00102,2025-07-22,Ledger Subscription,subscription,427.71,42.77,384.94,Won,84,Amine B.
SAL004462,CL00370,2025-07-22,Lex Subscription,subscription,727.99,0.0,727.99,Won,60,Sophie L.
SAL005975,CL00490,2025-07-22,Vector Subscription,subscription,982.27,98.23,884.04,Won,77,Sophie L.
SAL003135,CL00264,2025-07-22,Premium Support,subscription,195.29,0.0,195.29,Won,46,Yanis F.
SAL001447,CL00121,2025-07-22,Core Premium,subscription,2695.4,0.0,2695.4,Won,92,Amine B.
SAL005169,CL00423,2025-07-23,Lex Subscription,subscription,604.4,30.22,574.18,Won,69,Marie D.
SAL001708,CL00140,2025-07-23,Custom Development,one_time,11232.31,0.0,11232.31,Won,66,Marie D.
SAL003367,CL00284,2025-07-23,Vector Subscription,subscription,423.26,21.16,402.1,Won,28,Léa M.
SAL004780,CL00397,2025-07-23,Core Premium,subscription,2548.85,254.88,2293.97,Won,81,Yanis F.
SAL001350,CL00116,2025-07-23,Vector Subscription,subscription,630.22,0.0,630.22,Won,29,Yanis F.
SAL000574,CL00055,2025-07-23,Lex Subscription,subscription,265.11,13.26,251.85,Won,17,Karim T.
SAL002339,CL00203,2025-07-23,Custom Development,one_time,12980.51,0.0,12980.51,Won,26,Karim T.
SAL004738,CL00393,2025-07-24,Premium Support,subscription,327.29,0.0,327.29,Won,51,Sophie L.
SAL003157,CL00266,2025-07-24,Vector Subscription,subscription,851.43,170.29,681.14,Won,92,Marie D.
SAL002210,CL00190,2025-07-24,Ledger Subscription,subscription,181.59,0.0,181.59,Won,41,Marie D.
SAL001655,CL00133,2025-07-24,Premium Support,subscription,314.34,0.0,314.34,Won,65,Sophie L.
SAL002769,CL00240,2025-07-24,Lex Subscription,subscription,427.39,0.0,427.39,Won,63,Léa M.
SAL001391,CL00119,2025-07-24,Ledger Subscription,subscription,242.58,24.26,218.32,Won,72,Karim T.
SAL003377,CL00284,2025-07-24,Core Premium,subscription,2461.79,0.0,2461.79,Won,88,Léa M.
SAL002745,CL00238,2025-07-24,Custom Development,one_time,12598.18,0.0,12598.18,Won,27,Sophie L.
SAL005798,CL00479,2025-07-24,Lex Subscription,subscription,300.7,0.0,300.7,Won,92,Yanis F.
SAL005601,CL00461,2025-07-24,Core Premium,subscription,863.68,0.0,863.68,Won,26,Marie D.
SAL001818,CL00150,2025-07-25,Core Premium,subscription,1025.71,51.29,974.42,Won,11,Amine B.
SAL001397,CL00119,2025-07-25,Training & Onboarding,one_time,1052.56,210.51,842.05,Won,41,Karim T.
SAL001416,CL00121,2025-07-25,Core Premium,subscription,2164.2,108.21,2055.99,Won,119,Amine B.
SAL000116,CL00011,2025-07-25,Custom Development,one_time,14949.52,747.48,14202.04,Won,75,Karim T.
SAL001917,CL00165,2025-07-25,Lex Subscription,subscription,437.91,43.79,394.12,Won,48,Amine B.
SAL002638,CL00228,2025-07-25,Custom Development,one_time,20075.05,0.0,20075.05,Won,47,Amine B.
SAL003665,CL00308,2025-07-25,Core Premium,subscription,1514.68,227.2,1287.48,Won,20,Amine B.
SAL002847,CL00242,2025-07-25,Ledger Subscription,subscription,521.19,26.06,495.13,Won,14,Marie D.
SAL000463,CL00049,2025-07-25,Ledger Subscription,subscription,239.71,47.94,191.77,Won,75,Yanis F.
SAL000328,CL00030,2025-07-25,Lex Subscription,subscription,435.49,21.77,413.72,Won,94,Karim T.
SAL004113,CL00342,2025-07-25,Training & Onboarding,one_time,1624.99,0.0,1624.99,Won,31,Amine B.
SAL001485,CL00123,2025-07-25,Premium Support,subscription,196.94,29.54,167.4,Won,96,Yanis F.
SAL005675,CL00467,2025-07-25,Core Premium,subscription,986.44,49.32,937.12,Won,23,Marie D.
SAL004763,CL00395,2025-07-25,Vector Subscription,subscription,317.51,0.0,317.51,Won,35,Karim T.
SAL004460,CL00368,2025-07-26,Lex Subscription,subscription,729.2,0.0,729.2,Won,50,Léa M.
SAL004037,CL00338,2025-07-26,Custom Development,one_time,5901.53,295.08,5606.45,Won,15,Léa M.
SAL001995,CL00171,2025-07-26,Core Premium,subscription,2737.97,136.9,2601.07,Won,95,Karim T.
SAL002244,CL00193,2025-07-26,Premium Support,subscription,273.61,13.68,259.93,Won,47,Karim T.
SAL003958,CL00334,2025-07-26,Vector Subscription,subscription,379.74,18.99,360.75,Won,80,Karim T.
SAL000545,CL00054,2025-07-26,Premium Support,subscription,329.27,0.0,329.27,Won,35,Léa M.
SAL005838,CL00480,2025-07-26,Custom Development,one_time,6841.15,342.06,6499.09,Won,99,Marie D.
SAL000929,CL00079,2025-07-26,Custom Development,one_time,8365.34,836.53,7528.81,Won,8,Yanis F.
SAL002543,CL00221,2025-07-26,Lex Subscription,subscription,757.27,0.0,757.27,Won,109,Sophie L.
SAL003962,CL00334,2025-07-26,Vector Subscription,subscription,621.54,62.15,559.39,Won,43,Karim T.
SAL004252,CL00350,2025-07-27,Custom Development,one_time,12878.92,1931.84,10947.08,Won,77,Yanis F.
SAL001757,CL00144,2025-07-27,Custom Development,one_time,7192.32,0.0,7192.32,Won,94,Léa M.
SAL005440,CL00448,2025-07-27,Ledger Subscription,subscription,463.58,0.0,463.58,Won,69,Léa M.
SAL001308,CL00110,2025-07-27,Core Premium,subscription,2670.27,0.0,2670.27,Won,60,Karim T.
SAL003711,CL00316,2025-07-27,Vector Subscription,subscription,807.71,40.39,767.32,Won,85,Marie D.
SAL004526,CL00374,2025-07-27,Vector Subscription,subscription,792.29,39.61,752.68,Won,56,Léa M.
SAL000806,CL00073,2025-07-27,Premium Support,subscription,395.41,19.77,375.64,Won,88,Yanis F.
SAL002855,CL00243,2025-07-27,Custom Development,one_time,19559.16,977.96,18581.2,Won,57,Léa M.
SAL004009,CL00335,2025-07-27,Premium Support,subscription,304.3,15.22,289.08,Won,107,Léa M.
SAL004306,CL00355,2025-07-28,Training & Onboarding,one_time,971.6,0.0,971.6,Won,100,Marie D.
SAL005895,CL00484,2025-07-28,Premium Support,subscription,115.85,0.0,115.85,Won,35,Marie D.
SAL000322,CL00030,2025-07-28,Premium Support,subscription,328.07,0.0,328.07,Won,102,Karim T.
SAL000347,CL00031,2025-07-28,Premium Support,subscription,222.66,33.4,189.26,Won,51,Marie D.
SAL001032,CL00087,2025-07-28,Ledger Subscription,subscription,202.18,30.33,171.85,Won,66,Amine B.
SAL003636,CL00304,2025-07-28,Core Premium,subscription,919.9,45.99,873.91,Won,61,Amine B.
SAL005201,CL00425,2025-07-29,Custom Development,one_time,6814.2,0.0,6814.2,Won,116,Léa M.
SAL001082,CL00090,2025-07-29,Lex Subscription,subscription,659.92,0.0,659.92,Won,60,Marie D.
SAL003782,CL00322,2025-07-29,Premium Support,subscription,160.74,0.0,160.74,Won,38,Sophie L.
SAL004039,CL00338,2025-07-29,Premium Support,subscription,301.53,15.08,286.45,Won,24,Léa M.
SAL000584,CL00057,2025-07-29,Vector Subscription,subscription,811.59,0.0,811.59,Won,81,Marie D.
SAL002670,CL00234,2025-07-29,Vector Subscription,subscription,716.07,0.0,716.07,Won,90,Léa M.
SAL000425,CL00044,2025-07-29,Custom Development,one_time,20339.69,3050.95,17288.74,Won,71,Sophie L.
SAL002294,CL00199,2025-07-29,Core Premium,subscription,2700.24,0.0,2700.24,Won,14,Yanis F.
SAL004470,CL00371,2025-07-29,Custom Development,one_time,4875.94,0.0,4875.94,Won,21,Léa M.
SAL004225,CL00348,2025-07-29,Custom Development,one_time,13070.22,653.51,12416.71,Won,27,Léa M.
SAL001463,CL00122,2025-07-29,Core Premium,subscription,1639.49,0.0,1639.49,Won,32,Marie D.
SAL002235,CL00193,2025-07-29,Ledger Subscription,subscription,500.88,0.0,500.88,Won,64,Karim T.
SAL004940,CL00405,2025-07-29,Ledger Subscription,subscription,637.38,0.0,637.38,Won,73,Karim T.
SAL005422,CL00446,2025-07-30,Lex Subscription,subscription,741.78,0.0,741.78,Won,51,Yanis F.
SAL003221,CL00275,2025-07-30,Premium Support,subscription,209.14,10.46,198.68,Won,12,Amine B.
SAL002007,CL00173,2025-07-30,Lex Subscription,subscription,236.63,0.0,236.63,Won,36,Yanis F.
SAL001315,CL00111,2025-07-30,Premium Support,subscription,340.08,51.01,289.07,Won,57,Sophie L.
SAL000488,CL00051,2025-07-30,Premium Support,subscription,185.78,9.29,176.49,Won,36,Amine B.
SAL000865,CL00075,2025-07-30,Lex Subscription,subscription,824.89,82.49,742.4,Won,37,Yanis F.
SAL003236,CL00276,2025-07-30,Lex Subscription,subscription,674.67,0.0,674.67,Won,54,Amine B.
SAL004378,CL00360,2025-07-30,Core Premium,subscription,956.19,0.0,956.19,Won,80,Karim T.
SAL001844,CL00152,2025-07-30,Vector Subscription,subscription,501.29,25.06,476.23,Won,48,Karim T.
SAL005827,CL00480,2025-07-30,Lex Subscription,subscription,362.52,72.5,290.02,Won,66,Marie D.
SAL003639,CL00304,2025-07-30,Ledger Subscription,subscription,243.85,48.77,195.08,Won,74,Amine B.
SAL004097,CL00342,2025-07-31,Premium Support,subscription,390.04,0.0,390.04,Won,71,Amine B.
SAL003503,CL00294,2025-07-31,Ledger Subscription,subscription,309.53,30.95,278.58,Won,86,Amine B.
SAL002103,CL00181,2025-07-31,Vector Subscription,subscription,1098.17,0.0,1098.17,Won,13,Sophie L.
SAL003912,CL00331,2025-07-31,Ledger Subscription,subscription,395.3,19.76,375.54,Won,17,Léa M.
SAL005068,CL00417,2025-07-31,Ledger Subscription,subscription,483.74,48.37,435.37,Won,31,Yanis F.
SAL000261,CL00027,2025-07-31,Training & Onboarding,one_time,684.67,102.7,581.97,Won,38,Amine B.
SAL004449,CL00366,2025-07-31,Ledger Subscription,subscription,541.27,0.0,541.27,Won,50,Sophie L.
SAL005348,CL00439,2025-07-31,Ledger Subscription,subscription,733.72,36.69,697.03,Won,64,Sophie L.
SAL003637,CL00304,2025-07-31,Lex Subscription,subscription,580.44,87.07,493.37,Won,78,Amine B.
SAL003256,CL00277,2025-07-31,Custom Development,one_time,6975.13,0.0,6975.13,Won,42,Léa M.
SAL001724,CL00141,2025-07-31,Custom Development,one_time,5465.03,546.5,4918.53,Won,62,Amine B.
SAL003245,CL00277,2025-07-31,Core Premium,subscription,1946.63,97.33,1849.3,Won,60,Léa M.
SAL003469,CL00294,2025-07-31,Premium Support,subscription,125.73,6.29,119.44,Won,98,Amine B.
SAL002445,CL00213,2025-07-31,Custom Development,one_time,6853.61,0.0,6853.61,Won,55,Sophie L.
SAL002589,CL00223,2025-08-01,Vector Subscription,subscription,1267.16,126.72,1140.44,Won,71,Karim T.
SAL003444,CL00292,2025-08-01,Vector Subscription,subscription,629.21,0.0,629.21,Won,41,Amine B.
SAL002911,CL00250,2025-08-01,Premium Support,subscription,229.38,22.94,206.44,Won,37,Léa M.
SAL004265,CL00351,2025-08-01,Vector Subscription,subscription,432.77,43.28,389.49,Won,35,Léa M.
SAL005696,CL00470,2025-08-01,Ledger Subscription,subscription,309.87,46.48,263.39,Won,55,Marie D.
SAL000591,CL00057,2025-08-01,Training & Onboarding,one_time,1056.92,52.85,1004.07,Won,71,Marie D.
SAL001940,CL00168,2025-08-01,Ledger Subscription,subscription,656.79,32.84,623.95,Won,84,Yanis F.
SAL001159,CL00102,2025-08-01,Core Premium,subscription,2304.19,0.0,2304.19,Won,76,Amine B.
SAL002489,CL00218,2025-08-02,Premium Support,subscription,548.39,27.42,520.97,Won,26,Karim T.
SAL005850,CL00481,2025-08-02,Core Premium,subscription,1682.0,0.0,1682.0,Won,82,Karim T.
SAL004720,CL00390,2025-08-02,Custom Development,one_time,6500.93,325.05,6175.88,Won,28,Amine B.
SAL000731,CL00069,2025-08-02,Premium Support,subscription,418.28,83.66,334.62,Won,30,Amine B.
SAL005638,CL00463,2025-08-02,Premium Support,subscription,296.74,0.0,296.74,Won,77,Karim T.
SAL003263,CL00277,2025-08-02,Vector Subscription,subscription,582.83,0.0,582.83,Won,59,Léa M.
SAL003858,CL00330,2025-08-02,Ledger Subscription,subscription,196.74,9.84,186.9,Won,8,Léa M.
SAL003502,CL00294,2025-08-02,Training & Onboarding,one_time,1248.09,0.0,1248.09,Won,28,Amine B.
SAL000459,CL00049,2025-08-02,Training & Onboarding,one_time,767.41,0.0,767.41,Won,103,Yanis F.
SAL001152,CL00101,2025-08-02,Ledger Subscription,subscription,520.06,0.0,520.06,Won,22,Karim T.
SAL001658,CL00133,2025-08-02,Ledger Subscription,subscription,357.12,0.0,357.12,Won,64,Sophie L.
SAL000849,CL00075,2025-08-02,Premium Support,subscription,186.12,0.0,186.12,Won,19,Yanis F.
SAL002170,CL00188,2025-08-03,Training & Onboarding,one_time,712.41,35.62,676.79,Won,63,Léa M.
SAL001846,CL00152,2025-08-03,Ledger Subscription,subscription,512.56,0.0,512.56,Won,90,Karim T.
SAL005233,CL00427,2025-08-03,Custom Development,one_time,5504.19,0.0,5504.19,Won,72,Marie D.
SAL002764,CL00240,2025-08-03,Premium Support,subscription,325.64,0.0,325.64,Won,8,Léa M.
SAL003239,CL00276,2025-08-03,Custom Development,one_time,3817.58,0.0,3817.58,Won,9,Amine B.
SAL002343,CL00203,2025-08-03,Training & Onboarding,one_time,1847.52,277.13,1570.39,Won,18,Karim T.
SAL001484,CL00123,2025-08-03,Custom Development,one_time,3459.15,345.91,3113.24,Won,99,Yanis F.
SAL005200,CL00425,2025-08-03,Training & Onboarding,one_time,764.33,38.22,726.11,Won,72,Léa M.
SAL003672,CL00309,2025-08-03,Ledger Subscription,subscription,719.3,0.0,719.3,Won,69,Karim T.
SAL002640,CL00228,2025-08-03,Training & Onboarding,one_time,1489.83,0.0,1489.83,Won,65,Amine B.
SAL005821,CL00479,2025-08-03,Training & Onboarding,one_time,1409.55,0.0,1409.55,Won,93,Yanis F.
SAL000429,CL00045,2025-08-03,Custom Development,one_time,12487.23,624.36,11862.87,Won,37,Sophie L.
SAL004380,CL00360,2025-08-03,Lex Subscription,subscription,412.7,20.64,392.06,Won,24,Karim T.
SAL004721,CL00390,2025-08-04,Core Premium,subscription,1452.3,72.62,1379.68,Won,97,Amine B.
SAL003217,CL00275,2025-08-04,Vector Subscription,subscription,581.58,0.0,581.58,Won,87,Amine B.
SAL003792,CL00322,2025-08-04,Training & Onboarding,one_time,861.35,0.0,861.35,Won,88,Sophie L.
SAL006097,CL00498,2025-08-04,Training & Onboarding,one_time,1877.72,0.0,1877.72,Won,44,Léa M.
SAL001066,CL00088,2025-08-04,Core Premium,subscription,1546.22,77.31,1468.91,Won,22,Amine B.
SAL002451,CL00214,2025-08-04,Premium Support,subscription,323.05,16.15,306.9,Won,24,Amine B.
SAL004987,CL00408,2025-08-04,Core Premium,subscription,1563.64,234.55,1329.09,Won,76,Karim T.
SAL005735,CL00474,2025-08-04,Ledger Subscription,subscription,595.15,0.0,595.15,Won,30,Léa M.
SAL003643,CL00305,2025-08-04,Training & Onboarding,one_time,650.55,32.53,618.02,Won,71,Amine B.
SAL002869,CL00244,2025-08-04,Ledger Subscription,subscription,565.37,0.0,565.37,Won,69,Amine B.
SAL003538,CL00296,2025-08-04,Vector Subscription,subscription,540.28,27.01,513.27,Won,53,Amine B.
SAL005168,CL00423,2025-08-04,Vector Subscription,subscription,559.87,27.99,531.88,Won,77,Marie D.
SAL001226,CL00107,2025-08-05,Ledger Subscription,subscription,258.91,38.84,220.07,Won,39,Yanis F.
SAL000607,CL00057,2025-08-05,Training & Onboarding,one_time,2090.53,104.53,1986.0,Won,75,Marie D.
SAL006014,CL00494,2025-08-05,Training & Onboarding,one_time,818.93,81.89,737.04,Won,18,Amine B.
SAL004585,CL00379,2025-08-05,Training & Onboarding,one_time,1642.69,0.0,1642.69,Won,43,Yanis F.
SAL005719,CL00471,2025-08-05,Training & Onboarding,one_time,989.07,0.0,989.07,Won,78,Yanis F.
SAL004414,CL00364,2025-08-05,Ledger Subscription,subscription,700.1,0.0,700.1,Won,75,Yanis F.
SAL004505,CL00371,2025-08-05,Lex Subscription,subscription,746.91,0.0,746.91,Won,37,Léa M.
SAL002516,CL00220,2025-08-05,Training & Onboarding,one_time,1261.9,189.28,1072.62,Won,87,Amine B.
SAL005920,CL00486,2025-08-05,Training & Onboarding,one_time,1238.95,247.79,991.16,Won,105,Léa M.
SAL001192,CL00103,2025-08-06,Vector Subscription,subscription,965.41,0.0,965.41,Won,48,Sophie L.
SAL003250,CL00277,2025-08-06,Training & Onboarding,one_time,1787.72,0.0,1787.72,Won,115,Léa M.
SAL004558,CL00377,2025-08-06,Lex Subscription,subscription,381.27,0.0,381.27,Won,110,Léa M.
SAL005161,CL00423,2025-08-06,Custom Development,one_time,8019.72,1603.94,6415.78,Won,55,Marie D.
SAL003039,CL00256,2025-08-06,Vector Subscription,subscription,681.86,34.09,647.77,Won,52,Sophie L.
SAL003528,CL00296,2025-08-06,Core Premium,subscription,1133.73,170.06,963.67,Won,34,Amine B.
SAL002014,CL00174,2025-08-06,Premium Support,subscription,433.77,0.0,433.77,Won,64,Karim T.
SAL004046,CL00338,2025-08-06,Lex Subscription,subscription,548.89,82.33,466.56,Won,61,Léa M.
SAL003192,CL00271,2025-08-06,Ledger Subscription,subscription,638.72,31.94,606.78,Won,87,Yanis F.
SAL000678,CL00067,2025-08-06,Custom Development,one_time,5399.7,269.99,5129.71,Won,76,Karim T.
SAL002991,CL00255,2025-08-06,Core Premium,subscription,2550.47,127.52,2422.95,Won,92,Marie D.
SAL001525,CL00124,2025-08-07,Training & Onboarding,one_time,1918.5,95.92,1822.58,Won,29,Sophie L.
SAL000960,CL00081,2025-08-07,Training & Onboarding,one_time,1519.94,76.0,1443.94,Won,55,Léa M.
SAL005650,CL00465,2025-08-07,Vector Subscription,subscription,956.96,0.0,956.96,Won,21,Marie D.
SAL002475,CL00215,2025-08-07,Ledger Subscription,subscription,220.61,0.0,220.61,Won,61,Sophie L.
SAL002506,CL00220,2025-08-07,Lex Subscription,subscription,290.45,14.52,275.93,Won,88,Amine B.
SAL002442,CL00213,2025-08-07,Premium Support,subscription,236.68,11.83,224.85,Won,73,Sophie L.
SAL005572,CL00459,2025-08-07,Core Premium,subscription,1513.17,151.32,1361.85,Won,120,Yanis F.
SAL002089,CL00178,2025-08-07,Training & Onboarding,one_time,1143.32,114.33,1028.99,Won,69,Karim T.
SAL003452,CL00293,2025-08-07,Core Premium,subscription,1887.51,283.13,1604.38,Won,60,Karim T.
SAL003442,CL00292,2025-08-07,Lex Subscription,subscription,776.99,155.4,621.59,Won,21,Amine B.
SAL004565,CL00377,2025-08-08,Premium Support,subscription,301.61,15.08,286.53,Won,37,Léa M.
SAL005704,CL00470,2025-08-08,Training & Onboarding,one_time,642.74,32.14,610.6,Won,7,Marie D.
SAL005078,CL00417,2025-08-08,Vector Subscription,subscription,720.36,72.04,648.32,Won,23,Yanis F.
SAL005180,CL00424,2025-08-08,Training & Onboarding,one_time,742.85,74.28,668.57,Won,28,Karim T.
SAL003848,CL00329,2025-08-08,Custom Development,one_time,5637.05,0.0,5637.05,Won,32,Marie D.
SAL001007,CL00085,2025-08-08,Premium Support,subscription,215.51,10.78,204.73,Won,71,Marie D.
SAL002123,CL00182,2025-08-08,Core Premium,subscription,2709.11,0.0,2709.11,Won,32,Marie D.
SAL003739,CL00318,2025-08-08,Lex Subscription,subscription,771.82,115.77,656.05,Won,49,Yanis F.
SAL005512,CL00455,2025-08-08,Custom Development,one_time,13932.94,0.0,13932.94,Won,93,Sophie L.
SAL005875,CL00482,2025-08-08,Vector Subscription,subscription,786.69,0.0,786.69,Won,62,Yanis F.
